,Afrikaans,Breton_ST,Catalan,Cornish,Danish,Dutch_List,English,Faroese,Flemish,French,Frisian,Friulian,German,Gothic,Icelandic_ST,Irish_B,Italian,Ladin,Latin,Latin_M,Latin_preserved,Luxembourgish,Norwegian,Old_English,Old_High_German,Old_Irish,Old_Norse,Portuguese_ST,Provencal,Romansh,Rumanian_List,Sardinian_C,Sardinian_N,Schwyzerdutsch,Scots_Gaelic,Spanish,Swedish,Walloon,Welsh_N
dust,0.06340921710161021,0.5254858411993337,0.25596890616324264,0.5254858411993337,0.9418101054969461,0.02232093281510272,0.6847307051637979,0.8645197112715158,0.06707384786229872,0.1705719044975014,0.061632426429761245,0.24453081621321487,0.5184897279289283,0.003331482509716824,0.020544142143253747,0.009661299278178789,0.2325374791782343,0.17301499167129372,0.0017767906718489728,0.2138811771238201,0.2138811771238201,0.5194891726818435,0.9934480843975569,0.6837312604108828,0.004219877845641311,0.010216546363131594,0.018545252637423654,0.25341476957245973,0.14880621876735148,0.241976679622432,0.0048861743475846755,0.21543586896168795,0.2845086063298168,0.5189339255968907,0.010105496946141032,0.30694058856191003,0.8370905052748473,0.22587451415880067,0.5735702387562466
ear,0.16635202665186008,0.004330927262631871,0.2739589117157135,0.004219877845641311,0.38123264852859523,0.13248195446973904,0.29183786785119376,0.12248750694058856,0.1629094947251527,0.17690172126596335,0.2053303720155469,0.2705163797890061,0.27851193781232647,0.020322043309272626,0.03609106052193226,0.003886729594669628,0.2379789006107718,0.19389228206551914,0.08761799000555247,0.2521932259855636,0.2521932259855636,0.280399777901166,0.27851193781232647,0.10760688506385341,0.02220988339811216,0.0035535813436979456,0.025652415324819544,0.2898389783453637,0.16435313714602998,0.2642976124375347,0.020210993892282064,0.16024430871737924,0.23153803442531926,0.2734036646307607,0.003775680177679067,0.33270405330372016,0.2306496390893948,0.2425319267073848,0.9082731815657967
earth,0.16835091615769018,0.003775680177679067,0.2897279289283731,0.003775680177679067,0.6001110494169906,0.1311493614658523,0.1875624652970572,0.008106607440310939,0.16568573014991672,0.1903387007218212,0.17601332593003888,0.2883953359244864,0.277623542476402,0.0012215435868961689,0.00410882842865075,0.001998889505830094,0.2526374236535258,0.20055524708495281,0.001110494169905608,0.23897834536368684,0.23897834536368684,0.2875069405885619,0.8439755691282621,0.04253192670738479,0.0018878400888395336,0.0018878400888395336,0.003775680177679067,0.2881732370905053,0.17468073292615213,0.2823986674069961,0.008106607440310939,0.16590782898389783,0.2385341476957246,0.2883953359244864,0.0018878400888395336,0.39922265408106605,0.4975013881177124,0.2526374236535258,0.00410882842865075
eat,0.18434203220433093,0.021654636313159357,0.29416990560799555,0.021654636313159357,0.8025541365907829,0.14758467518045532,0.20577456968350916,0.1331482509716824,0.18622987229317045,0.09250416435313714,0.216435313714603,0.13781232648528596,0.29283731260410883,0.022987229317046085,0.03609106052193226,0.005663520266518601,0.13192670738478623,0.10016657412548584,0.5981121599111605,0.4479733481399223,0.4479733481399223,0.29328151027207106,0.3354802887284842,0.11082731815657967,0.024319822320932816,0.005774569683509162,0.02931704608550805,0.25763464741810105,0.07384786229872294,0.13492504164353136,0.022543031649083844,0.29528039977790116,0.4810660744031094,0.28939478067740143,0.005996668517490283,0.2580788450860633,0.24575235980011104,0.1337034980566352,0.041976679622431984
egg,0.15824541921154914,0.10549694614103276,0.26185452526374237,0.10560799555802332,0.357023875624653,0.12304275402554136,0.2835091615769017,0.12359800111049417,0.15802332037756803,0.16812881732370905,0.20277623542476403,0.270294280955025,0.25930038867295946,0.022543031649083844,0.028539700166574127,0.0220988339811216,0.23375902276513047,0.1875624652970572,0.0770682953914492,0.24564131038312048,0.24564131038312048,0.2665186007773459,0.25863409217101613,0.10183231538034425,0.017101610216546364,0.02243198223209328,0.019988895058300944,0.2868406440866185,0.1601332593003887,0.2600777345918934,0.012770682953914493,0.14181010549694614,0.2135480288728484,0.25852304275402554,0.02243198223209328,0.32937257079400334,0.21810105496946142,0.2359800111049417,0.1946696279844531
eye,0.16479733481399222,0.00277623542476402,0.2649639089394781,0.00277623542476402,0.3711271515824542,0.13126041088284288,0.29416990560799555,0.1351471404775125,0.16390893947806773,0.17579122709605774,0.20122154358689617,0.2677401443642421,0.2711826762909495,0.018878400888395337,0.03498056635202665,0.0031093836757357025,0.23753470294280954,0.19278178789561354,0.08817323709050527,0.25907828983897835,0.25907828983897835,0.2816213214880622,0.2628539700166574,0.1110494169905608,0.020099944475291506,0.0029983342587451417,0.025430316490838423,0.2878400888395336,0.16191004997223765,0.25974458634092173,0.02043309272626319,0.15502498611882287,0.22454192115491395,0.2725152692948362,0.0029983342587451417,0.33725707940033317,0.22765130483064963,0.2416435313714603,0.003442531926707385
fall,0.1713492504164353,0.024541921154913937,0.20810660744031093,0.024541921154913937,0.39022765130483067,0.1348139922265408,0.24386451971127152,0.1203775680177679,0.16612992781787897,0.19211549139367018,0.21177123820099944,0.21965574680732927,0.2889505830094392,0.009328151027207108,0.019322598556357578,0.0048861743475846755,0.12348695169350361,0.1274847307051638,0.002332037756801777,0.3904497501388118,0.3904497501388118,0.29317046085508053,0.2659633536923931,0.10560799555802332,0.004775124930594114,0.0048861743475846755,0.010216546363131594,0.23464741810105497,0.1912270960577457,0.22376457523598,0.010993892282065518,0.004997223764575236,0.005108273181565797,0.2818434203220433,0.004997223764575236,0.2669627984453082,0.23953359244863964,0.1912270960577457,0.032870627429206
far,0.20699611327040532,0.02076624097723487,0.2600777345918934,0.02065519156024431,0.4121043864519711,0.17090505274847306,0.2354247640199889,0.039422543031649084,0.21177123820099944,0.11538034425319267,0.21976679622431983,0.16357579122709606,0.0467518045530261,0.0359800111049417,0.04175458078845086,0.010660744031093837,0.11749028317601333,0.12870627429205997,0.6655191560244309,0.4809550249861188,0.4809550249861188,0.046973903387007215,0.03920044419766796,0.08106607440310938,0.0359800111049417,0.010771793448084398,0.03886729594669628,0.3897834536368684,0.0997223764575236,0.13670183231538036,0.02509716823986674,0.17456968350916158,0.24664075513603553,0.04686285397001666,0.010549694614103275,0.47307051637978903,0.4135480288728484,0.1331482509716824,0.023320377568017768
fat,0.0745141588006663,0.0064408661854525266,0.29783453636868407,0.0064408661854525266,0.7167129372570794,0.03553581343697946,0.9138256524153249,0.13026096612992782,0.07828983897834536,0.16246529705719046,0.09505830094392004,0.27262631871182674,0.3141588006662965,0.0024430871737923378,0.03686840644086618,0.016102165463631316,0.23720155469183787,0.17601332593003888,0.04875069405885619,0.3180455302609661,0.3180455302609661,0.31882287617990007,0.29416990560799555,0.07151582454192115,0.009883398112159911,0.01676846196557468,0.004775124930594114,0.2868406440866185,0.14969461410327595,0.25474736257634645,0.008106607440310939,0.19500277623542475,0.24997223764575235,0.31293725707940034,0.016324264297612436,0.4785119378123265,0.636646307606885,0.2246529705719045,0.11904497501388117
father,0.12726263187118267,0.38600777345918935,0.8421987784564131,0.3861188228761799,0.33359244863964466,0.1543586896168795,0.32870627429205995,0.1331482509716824,0.1274847307051638,0.8125485841199334,0.2505274847307052,0.8756246529705719,0.1674625208217657,0.03198223209328151,0.0416435313714603,0.0889505830094392,0.8187673514714048,0.7950027762354248,0.36224319822320933,0.41676846196557465,0.41676846196557465,0.9667962243198224,0.20610771793448085,0.13026096612992782,0.02909494725152693,0.0889505830094392,0.03220433092726263,0.8333148250971683,0.8179900055524708,0.8692948362021099,0.010327595780122155,0.03731260410882843,0.12137701277068295,0.17545807884508607,0.08906163242642975,0.8458634092171016,0.17923375902276514,0.8128817323709051,0.38678511937812327
fear,0.33325930038867296,0.007995558023320377,0.18678511937812325,0.007995558023320377,0.9222654081066074,0.31426985008328706,0.07362576346474181,0.007773459189339256,0.34891726818434204,0.0977234869516935,0.3382565241532482,0.17257079400333147,0.003775680177679067,0.0036646307606885064,0.00832870627429206,0.007995558023320377,0.2127706829539145,0.17523598001110494,0.002332037756801777,0.21821210438645197,0.21821210438645197,0.003775680177679067,0.0052193225985563575,0.011438089950027762,0.003442531926707385,0.00832870627429206,0.004219877845641311,0.27573570238756245,0.0982787340366463,0.23575791227096057,0.007662409772348695,0.05141588006662965,0.13014991671293727,0.10083287062742921,0.007995558023320377,0.30016657412548586,0.9077179344808439,0.17212659633536925,0.009550249861188229
feather,0.1439200444197668,0.022987229317046085,0.6918378678511938,0.022987229317046085,0.33359244863964466,0.12870627429205997,0.214658523042754,0.11471404775124931,0.1558023320377568,0.4269850083287063,0.2034425319267074,0.5694614103275958,0.19700166574125486,0.011660188784008884,0.022654081066074402,0.0036646307606885064,0.48706274292059965,0.679622431982232,0.04031093836757357,0.45052748473070514,0.45052748473070514,0.9719044975013881,0.2297612437534703,0.098611882287618,0.004775124930594114,0.0036646307606885064,0.010438645197112715,0.5978900610771793,0.43520266518600775,0.5701277068295392,0.014325374791782343,0.029428095502498614,0.10960577456968351,0.1994447529150472,0.005774569683509162,0.7717934480843975,0.18467518045530262,0.4272071071626874,0.024208772903942254
few,0.1416990560799556,0.009883398112159911,0.27406996113270404,0.009883398112159911,0.15802332037756803,0.08117712382009995,0.38734036646307607,0.1416990560799556,0.11760133259300388,0.19422543031649084,0.14891726818434203,0.2741810105496946,0.9891171571349251,0.032870627429206,0.04586340921710161,0.005885619100499722,0.2467518045530261,0.20244308717379234,0.10616324264297612,0.2662965019433648,0.2662965019433648,0.9886729594669628,0.21310383120488618,0.18200999444752916,0.03331482509716824,0.005774569683509162,0.039422543031649084,0.29483620210993894,0.17423653525818988,0.2631871182676291,0.026985008328706275,0.19167129372570793,0.26307606885063856,0.9890061077179345,0.005663520266518601,0.338811771238201,0.049305941143809,0.25841199333703496,0.8899500277623542
fight,0.19011660188784008,0.012992781787895613,0.060744031093836755,0.013325930038867296,0.9736812881732371,0.16213214880621876,0.03475846751804553,0.014547473625763465,0.18845086063298166,0.08506385341476957,0.24564131038312048,0.10949472515269294,0.021543586896168795,0.007329261521377013,0.023320377568017768,0.020210993892282064,0.19966685174902832,0.13359244863964465,0.014991671293725709,0.8230982787340366,0.8230982787340366,0.09050527484730705,0.012104386451971127,0.017545807884508605,0.007107162687395891,0.020210993892282064,0.008883953359244865,0.08772903942254304,0.04319822320932815,0.10971682398667407,0.008995002776235425,0.1700166574125486,0.2505274847307052,0.021876735147140478,0.020322043309272626,0.22898389783453638,0.961576901721266,0.4805108273181566,0.016213214880621878
fingernail,0.1623542476401999,0.11538034425319267,0.2551915602443087,0.11538034425319267,0.3620210993892282,0.12393114936146585,0.2880621876735147,0.1271515824541921,0.15913381454747363,0.1685730149916713,0.19622431982232094,0.2560799555802332,0.25674625208217655,0.01821210438645197,0.02754025541365908,0.021876735147140478,0.22332037756801776,0.18223209328151027,0.07729039422543031,0.24297612437534702,0.24297612437534702,0.2662965019433648,0.25685730149916713,0.1053858967240422,0.014214325374791783,0.021876735147140478,0.01821210438645197,0.27184897279289283,0.15535813436979456,0.24752915047196003,0.010216546363131594,0.1340366463076069,0.207329261521377,0.2617434758467518,0.022654081066074402,0.31826762909494727,0.21721265963353692,0.22953914491948918,0.20899500277623542
fire,0.1532481954469739,0.005996668517490283,0.13048306496390893,0.005885619100499722,0.01799000555247085,0.14791782343142698,0.011327040533037201,0.11571349250416435,0.48706274292059965,0.08151027207107163,0.31737923375902277,0.11915602443087174,0.2354247640199889,0.00277623542476402,0.0067740144364242085,0.014658523042754026,0.12481954469739034,0.09905607995558023,0.006107717934480844,0.2056635202665186,0.2056635202665186,0.23864519711271515,0.058745141588006665,0.005774569683509162,0.0031093836757357025,0.014991671293725709,0.003331482509716824,0.125152692948362,0.057079400333148254,0.11327040533037201,0.006662965019433648,0.23609106052193227,0.31038312048861744,0.2149916712937257,0.014658523042754026,0.1779011660188784,0.009217101610216546,0.14425319267073847,0.13381454747362576
fish,0.15446973903387007,0.11027207107162687,0.2660744031093837,0.11038312048861744,0.3551360355358134,0.11993337034980567,0.27717934480843975,0.12915047196002222,0.15446973903387007,0.1784564131038312,0.19955580233203776,0.27584675180455304,0.26096612992781787,0.018767351471404774,0.029539144919489172,0.02387562465297057,0.23475846751804552,0.19222654081066073,0.0796224319822321,0.2498611882287618,0.2498611882287618,0.27573570238756245,0.2628539700166574,0.10405330372015546,0.015435868961687952,0.02376457523598001,0.019322598556357578,0.29228206551915603,0.16546363131593558,0.267518045530261,0.010882842865074958,0.13914491948917268,0.21066074403109383,0.2670738478622987,0.024319822320932816,0.33359244863964466,0.20799555802332037,0.23775680177679068,0.2042198778456413
five,0.1609106052193226,0.11393670183231538,0.25941143808995004,0.11382565241532482,0.36735147140477514,0.12370905052748474,0.27629094947251526,0.1260410882842865,0.15657967795669073,0.17323709050527486,0.20133259300388673,0.2670738478622987,0.27151582454192114,0.020988339811215992,0.031538034425319265,0.02387562465297057,0.2323153803442532,0.18323153803442532,0.07551360355358135,0.24297612437534702,0.24297612437534702,0.27529150471960023,0.2606329816768462,0.10216546363131594,0.017101610216546364,0.02387562465297057,0.021543586896168795,0.2790671848972793,0.1601332593003887,0.2642976124375347,0.010993892282065518,0.1416990560799556,0.21565796779566906,0.2665186007773459,0.024208772903942254,0.3220433092726263,0.21787895613548028,0.23775680177679068,0.20144364242087728
float,0.08184342032204331,0.0052193225985563575,0.27551360355358134,0.005330372015546919,0.14980566352026653,0.05230427540255413,0.45585785674625207,0.12948362021099388,0.08406440866185452,0.18545252637423654,0.1430316490838423,0.2750694058856191,0.03064963908939478,0.025985563575791227,0.03886729594669628,0.015102720710716269,0.9453636868406441,0.197223764575236,0.07262631871182676,0.25452526374236534,0.25452526374236534,0.03076068850638534,0.20377568017767908,0.24652970571904498,0.024430871737923375,0.015769017212659633,0.03331482509716824,0.22665186007773458,0.17634647418101054,0.26096612992781787,0.02898389783453637,0.0662965019433648,0.06907273736812881,0.03076068850638534,0.01532481954469739,0.33237090505274847,0.039422543031649084,0.18711826762909495,0.10516379789006108
flow,0.11693503609106053,0.01654636313159356,0.3383675735702388,0.01654636313159356,0.8876179900055525,0.10405330372015546,0.24586340921710162,0.01521377012770683,0.3305941143808995,0.13548028872848417,0.23697945585785674,0.8206551915602444,0.06352026651860078,0.015991116046640753,0.014436424208772903,0.016990560799555802,0.3512493059411438,0.3000555247084953,0.0018878400888395336,0.21154913936701833,0.21154913936701833,0.06363131593559133,0.013103831204886174,0.029983342587451417,0.01254858411993337,0.01676846196557468,0.011882287617990005,0.6124375347029428,0.1629094947251527,0.4232093281510272,0.0048861743475846755,0.060410882842865075,0.1252637423653526,0.06052193225985564,0.018545252637423654,0.608106607440311,0.155247084952804,0.13503609106052195,0.16302054414214326
flower,0.16357579122709606,0.10360910605219323,0.2714047751249306,0.10372015546918378,0.3752359800111049,0.12559689061632426,0.27862298722931705,0.12759578012215436,0.15735702387562464,0.17468073292615213,0.20077734591893392,0.270294280955025,0.26218767351471406,0.019988895058300944,0.029872293170460855,0.019544697390338702,0.22965019433647973,0.1906718489727929,0.07473625763464742,0.2518600777345919,0.2518600777345919,0.2705163797890061,0.2626318711826763,0.10205441421432537,0.016102165463631316,0.01965574680732926,0.019766796224319823,0.2835091615769017,0.15802332037756803,0.2531926707384786,0.01110494169905608,0.13892282065519157,0.20410882842865075,0.2690727373681288,0.019766796224319823,0.33026096612992784,0.22787340366463077,0.2379789006107718,0.1948917268184342
fly,0.1676846196557468,0.008661854525263742,0.2575235980011105,0.008661854525263742,0.38223209328151025,0.1331482509716824,0.23764575235980012,0.11404775124930594,0.16335369239311492,0.168906163242643,0.20155469183786784,0.26096612992781787,0.27828983897834536,0.0026651860077734593,0.020544142143253747,0.005330372015546919,0.22698500832870627,0.17945585785674625,0.0018878400888395336,0.23875624652970573,0.23875624652970573,0.286729594669628,0.25619100499722375,0.1064963908939478,0.003997779011660188,0.005441421432537479,0.009106052193225985,0.28084397556912827,0.1526929483620211,0.2557468073292615,0.007995558023320377,0.16590782898389783,0.2330927262631871,0.27795669072737367,0.005330372015546919,0.32704053303720154,0.22642976124375347,0.22998334258745143,0.025985563575791227
fog,0.1912270960577457,0.6899500277623543,0.25619100499722375,0.6900610771793448,0.25341476957245973,0.15724597445863409,0.213659078289839,0.0982787340366463,0.22109938922820654,0.18134369794558577,0.24242087729039422,0.22676290949472516,0.05252637423653526,0.026873958911715713,0.02631871182676291,0.010882842865074958,0.5420322043309272,0.13603553581343697,0.03475846751804553,0.25397001665741253,0.25397001665741253,0.05397001665741255,0.12915047196002222,0.03509161576901721,0.021876735147140478,0.010882842865074958,0.021987784564131037,0.5338145474736258,0.2487506940588562,0.42109938922820656,0.016879511382565243,0.05252637423653526,0.047862298722931705,0.05141588006662965,0.01110494169905608,0.538034425319267,0.028539700166574127,0.18134369794558577,0.6897279289283731
foot,0.1682398667406996,0.0017767906718489728,0.2728484175458079,0.0018878400888395336,0.37912270960577454,0.13436979455857856,0.3043864519711271,0.13270405330372015,0.16646307606885064,0.18034425319267075,0.20999444752915047,0.2719600222098834,0.27784564131038314,0.0220988339811216,0.036979455857856745,0.0021099389228206554,0.24153248195446975,0.19511382565241533,0.0852859522487507,0.26141032759578015,0.26141032759578015,0.2888395335924486,0.2628539700166574,0.11815657967795669,0.02365352581898945,0.001998889505830094,0.027651304830649637,0.2889505830094392,0.16501943364797333,0.2651860077734592,0.021432537479178233,0.15546918378678512,0.22021099389228208,0.27706829539144917,0.0021099389228206554,0.3359244863964464,0.23009439200444198,0.24386451971127152,0.002887284841754581
four,0.15313714602998335,0.10827318156579678,0.26185452526374237,0.10827318156579678,0.36424208772903943,0.12059966685174903,0.28062187673514716,0.12171016102165463,0.14891726818434203,0.16513048306496392,0.18856191004997225,0.26307606885063856,0.27207107162687394,0.018989450305385895,0.0314269850083287,0.022654081066074402,0.2277623542476402,0.18456413103831204,0.0745141588006663,0.2498611882287618,0.2498611882287618,0.27295946696279844,0.25763464741810105,0.10249861188228762,0.014436424208772903,0.022765130483064965,0.019544697390338702,0.2807329261521377,0.15913381454747363,0.2535258189894503,0.01121599111604664,0.14580788450860632,0.21721265963353692,0.2662965019433648,0.022765130483064965,0.3249305941143809,0.2169905607995558,0.23098278734036645,0.19822320932815102
freeze,0.16435313714602998,0.014991671293725709,0.261188228761799,0.014880621876735146,0.36746252082176567,0.12826207662409772,0.22376457523598,0.13325930038867295,0.1629094947251527,0.17068295391449195,0.20499722376457524,0.2149916712937257,0.2807329261521377,0.025985563575791227,0.038200999444752914,0.03253747917823432,0.23564686285397002,0.20610771793448085,3.331482509716824E-4,0.22509716823986675,0.22509716823986675,0.2805108273181566,0.26307606885063856,0.11526929483620212,0.023986674069961134,0.03253747917823432,0.028539700166574127,0.28373126041088287,0.14925041643531373,0.4943920044419767,0.005885619100499722,0.14636313159355913,0.21743475846751806,0.27662409772348695,0.03264852859522487,0.3285952248750694,0.22754025541365908,0.23620210993892282,0.11771238200999445
fruit,0.8159911160466408,0.7802332037756802,0.12959466962798447,0.7802332037756802,0.7502498611882288,0.8064408661854525,0.9900055524708495,0.568906163242643,0.8152137701277068,0.0756246529705719,0.817212659633537,0.7776790671848973,0.9862298722931705,0.011660188784008884,0.05408106607440311,0.00832870627429206,0.14913936701832314,0.13081621321488063,0.028317601332593003,0.12259855635757912,0.12259855635757912,0.986340921710161,0.643975569128262,0.02931704608550805,0.0048861743475846755,0.0082176568573015,0.015991116046640753,0.12770682953914492,0.05441421432537479,0.8017767906718489,0.007329261521377013,0.1952248750694059,0.2679622431982232,0.9854525263742365,0.0082176568573015,0.17834536368684065,0.6892837312604109,0.14514158800666296,0.7804553026096613
full,0.15880066629650194,0.11060521932259855,0.2537479178234314,0.110494169905608,0.37101610216546366,0.1260410882842865,0.27518045530260965,0.13014991671293727,0.15957801221543588,0.1687951138256524,0.2019988895058301,0.2622987229317046,0.26385341476957247,0.02076624097723487,0.032759578012215435,0.025985563575791227,0.22276513048306495,0.17779011660188784,0.07895613548028872,0.24752915047196003,0.24752915047196003,0.2700721821210439,0.2666296501943365,0.1028317601332593,0.016102165463631316,0.026207662409772348,0.020988339811215992,0.27384786229872293,0.15535813436979456,0.25896724042198777,0.010216546363131594,0.13736812881732371,0.20955024986118823,0.26085508051082734,0.026207662409772348,0.3187118267629095,0.2224319822320933,0.23653525818989452,0.20277623542476403
give,0.14858411993337034,0.005330372015546919,0.26418656302054416,0.005441421432537479,0.36601887840088837,0.11515824541921155,0.20999444752915047,0.11804553026096613,0.14813992226540812,0.16835091615769018,0.18789561354802886,0.2645197112715158,0.2676290949472515,0.00277623542476402,0.021876735147140478,0.003442531926707385,0.23242642976124375,0.17712382009994448,0.0017767906718489728,0.22398667406996114,0.22398667406996114,0.2717379233759023,0.2498611882287618,0.0946141032759578,0.0036646307606885064,0.003442531926707385,0.009994447529150472,0.27751249305941145,0.15347029428095502,0.2557468073292615,0.006662965019433648,0.14491948917268185,0.2153248195446974,0.2659633536923931,0.003775680177679067,0.32826207662409773,0.21887840088839533,0.2345363686840644,0.005663520266518601
good,0.15880066629650194,0.0026651860077734593,0.26329816768461967,0.0026651860077734593,0.3864519711271516,0.1263742365352582,0.2408661854525264,0.11382565241532482,0.15968906163242644,0.1687951138256524,0.19955580233203776,0.2651860077734592,0.27862298722931705,0.0018878400888395336,0.01921154913936702,0.0024430871737923378,0.22809550249861188,0.18167684619655747,0.001665741254858412,0.23153803442531926,0.23153803442531926,0.27895613548028875,0.26163242642976126,0.10516379789006108,0.0026651860077734593,0.0024430871737923378,0.009661299278178789,0.27695724597445864,0.14847307051637978,0.25485841199333703,0.0064408661854525266,0.16513048306496392,0.2325374791782343,0.27262631871182674,0.0024430871737923378,0.3252637423653526,0.23931149361465853,0.23831204886174348,0.0029983342587451417
grass,0.1614658523042754,0.0021099389228206554,0.12426429761243754,0.0021099389228206554,0.37268184342032207,0.12326485285952249,0.2220988339811216,0.12193225985563576,0.15669072737368128,0.08028872848417545,0.2039977790116602,0.12348695169350361,0.26329816768461967,0.01232648528595225,0.025874514158800665,0.0024430871737923378,0.12648528595224875,0.10149916712937257,0.6183231538034425,0.4274292059966685,0.4274292059966685,0.2708495280399778,0.25996668517490285,0.10505274847307051,0.01399222654081066,0.002332037756801777,0.017212659633536923,0.12981676846196558,0.05963353692393115,0.11349250416435314,0.010882842865074958,0.2169905607995558,0.27706829539144917,0.2635202665186008,0.002332037756801777,0.1787895613548029,0.21898945030538589,0.14869516935036092,0.007662409772348695
green,0.1583564686285397,0.8444197667962243,0.26252082176568575,0.8444197667962243,0.36790671848972795,0.12248750694058856,0.21399222654081065,0.10660744031093837,0.15957801221543588,0.17123820099944476,0.19811215991116046,0.262965019433648,0.2660744031093837,0.008106607440310939,0.01776790671848973,0.003886729594669628,0.22720710716268738,0.18678511937812325,0.0014436424208772905,0.22720710716268738,0.22720710716268738,0.2700721821210439,0.24708495280399778,0.09528039977790116,0.0036646307606885064,0.003886729594669628,0.007440310938367573,0.28373126041088287,0.15391449194891726,0.2555247084952804,0.006551915602443087,0.15002776235424764,0.21599111604664076,0.2706274292059967,0.003886729594669628,0.325152692948362,0.21710161021654636,0.23897834536368684,0.8444197667962243
guts,0.084952803997779,0.04564131038312049,0.6149916712937257,0.045752359800111046,0.5548028872848417,0.044752915047196,0.02376457523598001,0.06951693503609106,0.09761243753470294,0.3946696279844531,0.11515824541921155,0.5183786785119379,0.9412548584119933,0.012881732370905053,0.038645197112715156,0.018656302054414216,0.6907273736812882,0.3985563575791227,0.00555247084952804,0.5397001665741255,0.5397001665741255,0.22232093281510273,0.6282065519156025,0.01943364797334814,0.010105496946141032,0.018878400888395337,0.008106607440310939,0.7280399777901166,0.3781232648528595,0.6811771238201,0.011549139367018324,0.049083842309827874,0.12626318711826762,0.4526374236535258,0.018767351471404774,0.7300388672959467,0.43875624652970574,0.3938922820655192,0.13836757357023877
hair,0.1660188784008884,0.008439755691282622,0.31204886174347585,0.008439755691282622,0.36923931149361466,0.1271515824541921,0.23109383675735704,0.1209328151027207,0.16279844530816212,0.3888950583009439,0.20755136035535812,0.3393670183231538,0.28062187673514716,0.0064408661854525266,0.019322598556357578,0.00699611327040533,0.2694058856191005,0.2540810660744031,0.00277623542476402,0.665741254858412,0.665741254858412,0.2882842865074958,0.2700721821210439,0.09872293170460855,0.00410882842865075,0.007329261521377013,0.00832870627429206,0.31660188784008886,0.31493614658523045,0.3260410882842865,0.008439755691282622,0.014991671293725709,0.013325930038867296,0.2807329261521377,0.00699611327040533,0.4312048861743476,0.22498611882287617,0.3892282065519156,0.4254303164908384
hand,0.15691282620766242,0.008439755691282622,0.2489727928928373,0.008439755691282622,0.37179344808439757,0.11882287617990006,0.21676846196557467,0.11260410882842865,0.15202665186007774,0.16735147140477513,0.19422543031649084,0.26129927817878956,0.2615213770127707,0.0014436424208772905,0.017212659633536923,0.0029983342587451417,0.21599111604664076,0.18145474736257636,0.001110494169905608,0.22754025541365908,0.22754025541365908,0.262965019433648,0.26085508051082734,0.09361465852304275,0.002332037756801777,0.002887284841754581,0.007773459189339256,0.27473625763464743,0.15136035535813436,0.2518600777345919,0.005108273181565797,0.1515824541921155,0.21976679622431983,0.26085508051082734,0.002887284841754581,0.3187118267629095,0.2206551915602443,0.2297612437534703,0.9104941699056079
he,0.638423098278734,0.0138811771238201,0.10360910605219323,0.013659078289838979,0.2816213214880622,0.6377568017767907,0.8796224319822321,0.17146029983342587,0.6379789006107718,0.07384786229872294,0.6373126041088284,0.11904497501388117,0.0354247640199889,0.04508606329816769,0.0812881732370905,0.02509716823986674,0.04142143253747918,0.04153248195446974,0.7014991671293725,0.7273736812881733,0.7273736812881733,1.0,0.3029428095502499,0.8595224875069406,0.03464741810105497,0.02531926707384786,0.07406996113270406,0.04963908939478068,0.05963353692393115,0.1084952803997779,0.012104386451971127,0.02754025541365908,0.02754025541365908,0.035646862853970014,0.025430316490838423,0.1053858967240422,0.19144919489172682,0.07473625763464742,0.10216546363131594
head,0.19244863964464187,0.004997223764575236,0.5046085508051082,0.004997223764575236,0.2529705719044975,0.1501388117712382,0.2816213214880622,0.13703498056635202,0.1943364797334814,0.5826762909494725,0.2396446418656302,0.6372015546918378,0.04142143253747918,0.028317601332593003,0.04597445863409217,0.012881732370905053,0.4595224875069406,0.45030538589672403,0.19333703498056634,0.5667962243198224,0.5667962243198224,0.9986674069961132,0.2809550249861188,0.13592448639644641,0.028872848417545807,0.012770682953914493,0.03420322043309273,0.5080510827318157,0.4480843975569128,0.632870627429206,0.038200999444752914,0.02509716823986674,0.02509716823986674,0.04153248195446974,0.012881732370905053,0.5418101054969462,0.16324264297612437,0.5828983897834537,0.1257079400333148
hear,0.16135480288728485,0.005441421432537479,0.40488617434758467,0.00555247084952804,0.37745696835091613,0.12348695169350361,0.22931704608550804,0.10938367573570239,0.1594669627984453,0.40111049416990563,0.20099944475291504,0.38367573570238755,0.28006662965019435,0.007884508606329816,0.019100499722376457,0.012992781787895613,0.36590782898389784,0.5123820099944475,0.0021099389228206554,0.6708495280399778,0.6708495280399778,0.2852859522487507,0.26052193225985565,0.09805663520266518,0.003442531926707385,0.013436979455857857,0.007551360355358134,0.7375902276513049,0.3961132704053304,0.377234869516935,0.007884508606329816,0.8990560799555802,0.8990560799555802,0.2790671848972793,0.013103831204886174,0.736035535813437,0.22765130483064963,0.824764019988895,0.12926152137701277
