Sample	prior	clockRate	ucldStdev:clock	branchRates.1	branchRates.2	branchRates.3	branchRates.4	branchRates.5	branchRates.6	branchRates.7	branchRates.8	branchRates.9	branchRates.10	branchRates.11	branchRates.12	branchRates.13	branchRates.14	branchRates.15	branchRates.16	branchRates.17	branchRates.18	branchRates.19	branchRates.20	branchRates.21	branchRates.22	branchRates.23	branchRates.24	branchRates.25	branchRates.26	branchRates.27	branchRates.28	branchRates.29	branchRates.30	branchRates.31	branchRates.32	branchRates.33	branchRates.34	branchRates.35	branchRates.36	branchRates.37	branchRates.38	birthRate	rootHeight	treeLength	pairedTreeLength	convCount	meanConvHeight	moveCount	movesPerConv	conversionRate	expectedConversions	pMove
0	-58.273019620558735	0.5	0.3	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	2.7	1.0	10.48287925367036	124.9585174748774	0	0.0	0	0.0	0.5723618344549019	6.0	0.2
10000	-137.46357696446634	0.42775711740796357	0.3	0.8737592815089269	0.7349379976353153	0.9121380020275979	1.2287981344725738	0.8989753881725255	0.9766870416631056	0.5813630104285176	0.7872790661901662	0.6415287131893607	0.6933542451667826	0.9169852399798402	1.047708368058956	1.1362169903651858	0.670299754306912	1.2405945487289158	0.9151477071278641	0.9772905266599685	0.7475611602616882	1.293178397028575	0.7420080410908967	1.7944945325021198	1.0170112821573327	0.968493347320698	0.9190614640145128	0.9745592627675683	1.4208826562749386	1.0207281449898402	0.9487763926754378	0.615582556099682	0.9083037483364764	1.0291543580869713	0.9216037111656349	1.2133337448912795	1.2679635339041784	0.5025327434030677	0.7667835244565456	0.6652298178077276	0.8345403749470393	2.7	0.7362264580295624	6.37517182661929	70.6978970943919	3	0.1688740584377404	49	16.333333333333332	0.7446577079032689	4.747320839899817	0.17934393730243617
20000	-269.8235778572041	0.4597503715320517	0.3	1.3505965512157683	1.0333353186724732	0.8274952482646766	1.430174685592968	0.75528573959822	0.7995425914474852	0.7476170744204194	0.9186294065080979	0.8695133831248966	1.3597992991891037	1.2973996916023023	1.5744048691272141	0.9352919382831287	0.9105293123812025	0.6077754715373782	0.7787574400816463	1.2770670225056708	0.9767010356733415	1.6235125748839172	0.5774035614549899	1.2609212854500889	0.9432393362328524	0.8830789593360626	1.4035644972726018	0.790633224535763	1.0046867484375308	0.8707942001489192	1.2466220444437324	0.9577671168047633	0.9962992146530201	0.8862834480943538	0.6525706671882308	0.8768722133306978	0.5914472545270553	0.8195730204925895	0.938522232438704	0.8643600651494643	0.6367243698978567	2.7	0.8920121285591914	6.888291339607776	70.59922737349979	5	0.4246730307072254	108	21.6	0.5785416588240652	3.985163498080125	0.2142816955213886
30000	-469.4868419142534	0.30149512666455164	0.3	0.5348685541789611	1.1326297647036485	1.1192391486921653	1.2574354239180157	0.8794659452312437	0.7881647649259664	0.5738335108876931	0.9215902148912144	0.7231637601914283	1.365748042104182	0.9359308336086389	1.645294612646845	1.0337277455546134	1.5594848920315534	1.091754627119214	0.9356196659110955	0.8137992356672055	1.40211801858186	0.6488625434761579	0.8736142049931108	1.0950750830352147	1.2588788812002025	1.0731735205323152	0.9959102534459539	0.713344037408566	0.6658537459501455	1.0516528915936978	1.2060041707956677	0.9407304131104901	1.280189563721689	0.4931711638907386	1.2561812617795458	1.0392765288683419	1.411731761790546	1.118533712391829	0.7598343985803888	1.1398020588088151	1.1142071196805303	2.7	0.7263321012170054	8.489773162784706	117.11244335992357	8	0.3392546576747234	192	24.0	0.9345821248325311	7.934390241821529	0.24222735147009286
40000	-309.235752561486	0.31760235288317257	0.3	0.855939290586141	0.8594566011542246	0.9172163146623503	1.1112534747511758	0.8151087038814553	1.3282347477412948	1.1276852952150869	0.6923406778245449	0.7845804682195799	1.3986964433314026	0.6651572555807563	1.1666174912798186	0.6218648479056068	0.7315664397964413	1.0289709806701501	0.891151852953489	0.887526728089972	1.4171612869311092	1.088006463685001	0.7399781718363083	0.8761512071844685	0.955254480986525	1.1139075198108526	1.2722323414416188	1.0751594002664717	0.6774757250354873	0.9108132723987292	0.6971815065941912	0.42661102577065296	0.8357187009597634	0.9432527599698945	0.7019247466985179	0.4439589586402136	0.8331658569907521	0.835882440144346	0.9246598401455739	0.9332916933813519	0.770909790390945	2.7	0.9909476422474128	8.457283923447308	94.85247977434885	5	0.331976650564762	138	27.6	0.6262149978089543	5.296078033591261	0.2440948921129976
50000	-157.7558465543046	0.611043719045316	0.3	1.4162601317551773	0.9383991348966073	0.8190192664623599	1.420841661569555	1.5268486678097264	1.5523226268515051	1.0628705800549172	1.3088483513754505	0.7466783429421471	0.8445567198755828	1.5649379143739155	1.1139541967788038	1.3855692491879612	0.9680299402149504	0.7636206998641705	0.8257794294396289	1.4789208306979638	1.1017630046798037	0.8965567353500281	0.7555190923780613	1.0259153213303545	1.015426215494159	1.2568579716649217	0.8068056013825864	0.8382423348098327	0.9794658995421001	1.2980673561191647	1.3004173742574785	0.844229263148461	1.5460293863766603	0.805193775481051	0.5056235660803138	1.276808749614036	1.2332359859085036	0.9973262876481721	1.14440451124564	1.2145183262447499	1.2070998028543718	2.7	1.0129992950421605	9.108062848281588	104.30826658945509	3	0.5007524081255	54	18.0	0.3937219125191833	3.586043923970347	0.17630484672692898
60000	-53.58290599859439	0.6166032511927002	0.3	1.398374010784707	0.8564355345734659	0.9665739629411771	0.7427000171990314	1.061186907889572	1.4254209636106898	1.3365541749432701	0.8426296177720083	1.0360051693914767	0.7244386565439014	1.0543118422392568	0.833100839239363	1.0900531959951794	1.3599971615042528	0.7750932722773045	1.3477479718263827	1.0822968632167658	0.8374600099649979	1.0568368971451163	1.9123652450377602	0.9295905998574717	0.6876100293813274	0.6590683980530043	0.6146715122978362	0.9922433855083058	0.7277784826445712	1.0583300690278696	1.4497460345405468	0.9060281122373273	0.879475037920621	0.9731424245001381	1.1600860446879566	1.1975651795137456	1.070484118569196	1.1327181174169676	0.8196484218996312	2.492248140182631	0.756685623289132	2.7	0.53889834251426	6.794585772903609	96.53860517044517	1	0.06494658420111726	18	18.0	0.4439805003572031	3.016663591173678	0.15765256040057374
70000	-164.88587129417417	0.5892633557416586	0.3	0.9034366951527715	0.8646098713309857	1.3920195060659066	1.3893647051439812	0.9339565526361798	1.4843591971337633	0.7375723579050395	1.0154581187960745	1.106132382748712	1.4280603335494726	1.0872773356902528	0.5825391869262679	1.1156457733661942	0.4724026135995788	0.7607195919675508	0.6581021877372141	0.9735825482122918	0.9891665691664057	0.6427231894437275	1.7120169735350474	1.0704525592736587	0.9370417405258616	1.7829947221447267	1.1137937162521687	0.9673139128169875	1.2828849657510581	0.9441047199691401	0.7075298243204577	1.3119948392861371	1.834464970915555	1.0437817853465858	0.8792176194027321	0.6937187450840543	0.8637311845809612	0.6859388730891693	0.625780009918703	1.141658041644323	1.1197320661861243	2.7	1.2139643194564174	9.691592124209443	112.18974066246237	3	0.3773238085699129	55	18.333333333333332	0.3273147298091689	3.172200857556283	0.18629046947418054
80000	-364.13931893064375	0.42399804257871804	0.3	1.8243778098732386	0.8308569739517315	1.3739507998906655	0.8249602357143841	0.866823787539331	0.6873134023127673	0.9210842077920481	1.2366200074890226	0.8092257905334383	0.82634144390286	0.8462012184770481	1.3687729045160943	1.191818792850051	1.1669240323991035	0.5872372694097666	1.2261989038471215	1.0994037408849233	1.0394213040140858	1.1538887609020556	0.6879174695457693	1.267697209802358	0.9891665691664057	1.049224403835077	0.795353676669851	1.1532945537219432	0.4685353989507919	1.1194814028033029	1.3346727671895897	0.9273210450889949	0.7676716781438443	0.6959087466345154	1.3676318574500466	1.036947168764638	1.528975139542105	1.145552874868532	0.9452237138881215	0.8381455030185017	0.8091129539004018	2.7	1.1505876072298367	8.57768618317251	80.11963849319797	7	0.5450741183302538	134	19.142857142857142	0.6249874155650282	5.360945919148838	0.20295890511226067
90000	-122.99910688476602	0.3239929266430139	0.3	1.10342200839692	1.1264032470704144	0.501528126123544	0.9348666470309042	0.9881617331256374	1.1020085918809057	1.3457197426112395	1.2113796924981353	1.4855689405591195	0.9443098642578235	1.1141726541465207	0.9955134779664015	0.9261768933640699	1.6242267020325796	1.6957592591697723	0.5851801409739373	0.9136276132322005	1.063783461038169	0.887472398077876	0.5238950331103296	0.9005532486292827	0.8210277334295395	0.8158004919693348	0.8477390053639102	0.6449818397238922	1.04027638567054	1.018537124484669	0.3582248129234381	0.9991217934110601	1.1289187411877286	1.205650774825296	0.9113978565855163	0.934294165175354	1.2729149864274212	0.9269060184523183	0.7365743775763578	0.7736989213100561	0.7139379478220099	2.7	0.8545009840635663	7.377888229108006	78.24339245450797	2	0.06927670771297303	48	24.0	0.8226808246849693	6.069647172756102	0.1980924009278631
